Player,Team,Nation,Pos,Age,MP,Starts_x,Min,Ast_x,G-PK,PKatt_x,CrdY,CrdR,xG_x,npxG_x,xAG_x,PrgC_x,PrgP_x,PrgR_x,Ast_x,G-PK,G+A-PK,xG_x,xAG_x,xG+xAG,npxG_x,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_y,PKA,PKsv,PKm,Save%,Gls,Sh_x,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG_y,npxG_y,npxG/Sh,G-xG,np:G-xG,Cmp_x,Att_x,Cmp%,TotDist_x,PrgDist_x,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Ast_y,xAG_y,xA,A-xAG,KP,1/3_x,PPA,CrsPA,PrgP_y,Live_x,Dead,FK_y,TB,Sw,Crs_x,TI,CK,In,Out,Str,Off_x,Blocks_x,SCA,SCA90,PassLive,PassDead,TO,Sh_y,Fld_x,Def,GCA,GCA90,PassLive,PassDead,TO,Sh_y,Fld_x,Def,Tkl,TklW,Def 3rd_x,Mid 3rd_x,Att 3rd_x,Tkl,Att_y,Tkl%,Lost_x,Blocks_y,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd_y,Mid 3rd_y,Att 3rd_y,Att Pen,Live_y,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_y,PrgDist_y,PrgC_y,1/3_y,CPA,Mis,Dis,Rec,PrgR_y,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,onxG,onxGA,Fls,Fld_y,Off_y,OG,Recov,Won,Lost_y,Won%
Alphonse Areola,West Ham,fr FRA,GK,30,31,31,"2,699",0,0,0,1,0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53,1.77,188,136,74.5,11,9,11,4,12.9,7,5,2,0,28.6,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,562,867,64.8,17799,12917,74,76,97.4,245,246,99.6,241,538,44.8,0,0.0,0.0,0.0,0,8,0,0,1,555,307,88,0,2,0,0,0,0,0,0,5,0,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,3,33.3,2,0,0,0,1,2,16,0,976,835,969,7,0,0,976,1,1,100.0,0,0.0,498,3168,1945,0,1,0,0,0,345,0,87,28,0,N/a,2,1.35,49,53,41.7,54.3,2,3,0,1,15,10,1,90.9
Amad Diallo,Manchester Utd,ci CIV,"FW,MF",21,9,3,390,1,1,0,1,0,0.5,0.5,1.1,11,10,31,0.23,0.23,0.46,0.12,0.24,0.36,0.12,,,,,,,,,,,,,,,,1,10,4,40.0,2.31,0.92,0.10,0.25,19.3,0,0,0,0.5,0.5,0.05,+0.5,+0.5,149,170,87.6,1931,279,105,115,91.3,32,37,86.5,4,5,80.0,1,1.1,0.5,-0.1,10,6,3,0,10,166,4,1,0,1,1,2,1,1,0,0,0,3,20,4.62,16,0,3,1,0,0,0,0.00,0,0,0,0,0,0,10,3,1,6,3,3,7,42.9,4,3,1,2,1,11,6,0,231,8,28,94,110,24,231,23,11,47.8,10,43.5,146,1035,355,11,12,4,7,14,163,31,75,0,6,28,8,1.22,10,6,7.7,7.4,5,4,0,0,14,4,6,40.0
Amadou Onana,Everton,be BEL,MF,21,30,23,"2,091",0,2,0,5,0,2.0,2.0,2.7,21,107,39,0.00,0.09,0.09,0.09,0.11,0.20,0.09,,,,,,,,,,,,,,,,2,29,6,20.7,1.25,0.26,0.07,0.33,19.3,0,0,0,2.0,2.0,0.07,0.0,0.0,871,1036,84.1,14568,4039,444,499,89.0,312,357,87.4,85,115,73.9,0,2.7,1.4,-2.7,18,102,14,1,107,1017,10,6,6,14,3,1,0,0,0,0,9,10,56,2.41,47,0,1,3,4,1,1,0.04,0,0,0,0,0,1,71,38,32,31,8,21,42,50.0,21,25,6,19,21,92,31,0,1291,61,280,724,297,29,1291,27,12,44.4,8,29.6,657,2985,1376,21,30,5,20,10,839,39,83,16,7,27,1,1.10,21,38,33.3,36.5,37,45,1,0,160,52,18,74.3
Amari'i Bell,Luton Town,jm JAM,DF,29,21,21,"1,720",0,0,0,0,0,0.3,0.3,0.5,32,76,10,0.00,0.00,0.00,0.01,0.02,0.04,0.01,,,,,,,,,,,,,,,,0,2,2,100.0,0.10,0.10,0.00,0.00,18.8,0,0,0,0.3,0.3,0.13,-0.3,-0.3,645,835,77.2,10680,4470,324,372,87.1,270,315,85.7,44,108,40.7,0,0.5,0.4,-0.5,8,63,8,0,76,783,48,15,2,3,13,29,0,0,0,0,4,23,25,1.31,22,0,0,0,2,1,3,0.16,3,0,0,0,0,0,50,33,30,19,1,22,35,62.9,13,33,15,18,25,75,60,1,1070,101,480,486,117,5,1070,27,10,37.0,15,55.6,584,3640,2020,32,25,1,18,5,607,10,82,18,0,N/a,0,0.86,30,41,24.6,38.1,22,16,0,0,98,20,22,47.6
Ameen Al-Dakhil,Burnley,be BEL,DF,21,13,12,"1,056",0,1,0,1,0,1.3,1.3,0.1,7,35,9,0.00,0.09,0.09,0.11,0.01,0.12,0.11,,,,,,,,,,,,,,,,1,8,3,37.5,0.68,0.26,0.13,0.33,16.0,0,0,0,1.3,1.3,0.16,-0.3,-0.3,537,637,84.3,9642,2939,208,220,94.5,280,321,87.2,42,77,54.5,0,0.1,0.6,-0.1,2,13,2,0,35,590,45,11,2,2,3,34,0,0,0,0,2,6,8,0.68,5,0,1,2,0,0,1,0.09,1,0,0,0,0,0,12,5,4,7,1,1,10,10.0,9,13,6,7,12,24,38,2,749,83,355,339,58,10,749,5,3,60.0,2,40.0,491,2471,1351,7,9,0,8,6,495,9,86,11,1,21,2,0.38,10,26,10.8,20.3,6,4,0,1,50,14,23,37.8
Anass Zaroury,Burnley,ma MAR,"FW,MF",22,6,1,152,0,0,0,0,1,0.2,0.2,0.0,2,2,12,0.00,0.00,0.00,0.10,0.02,0.12,0.10,,,,,,,,,,,,,,,,0,3,1,33.3,1.78,0.59,0.00,0.00,20.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,43,70,61.4,714,120,23,31,74.2,13,21,61.9,6,11,54.5,0,0.0,0.1,0.0,2,2,2,1,2,65,5,0,0,0,11,0,4,2,2,0,0,4,2,1.18,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,4,0.0,4,2,0,2,0,1,1,1,87,1,12,39,37,4,87,6,2,33.3,3,50.0,60,362,91,2,2,0,3,2,68,12,67,0,5,17,7,0.17,2,4,1.8,2.8,4,3,0,0,8,0,1,0.0
Andre Brooks,Sheffield Utd,eng ENG,"MF,DF",19,20,12,938,0,0,0,1,0,0.4,0.4,0.1,12,18,22,0.00,0.00,0.00,0.04,0.01,0.05,0.04,,,,,,,,,,,,,,,,0,9,2,22.2,0.86,0.19,0.00,0.00,19.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,196,261,75.1,2943,511,109,131,83.2,80,97,82.5,6,19,31.6,0,0.1,0.3,-0.1,3,11,5,0,18,252,9,2,0,2,8,5,0,0,0,0,0,12,9,0.86,6,0,2,1,0,0,0,0.00,0,0,0,0,0,0,22,13,7,11,4,9,21,42.9,12,13,1,12,14,36,20,0,395,16,75,209,118,16,395,24,12,50.0,11,45.8,207,1259,501,12,15,1,22,19,218,22,62,0,8,24,11,0.25,5,29,9.4,19.2,11,9,0,0,45,11,14,44.0
Andreas Pereira,Fulham,br BRA,MF,27,37,34,"2,613",7,3,0,6,0,4.6,4.6,7.1,56,138,125,0.24,0.10,0.34,0.16,0.24,0.40,0.16,,,,,,,,,,,,,,,,3,52,16,30.8,1.79,0.55,0.06,0.19,21.9,7,0,0,4.6,4.6,0.09,-1.6,-1.6,912,1295,70.4,16256,5305,436,500,87.2,309,400,77.3,133,289,46.0,7,7.1,5.7,-0.1,84,95,34,11,138,1035,255,67,14,11,220,7,148,49,74,1,5,44,137,4.72,80,48,3,3,3,0,15,0.52,10,4,1,0,0,0,25,12,4,12,9,11,41,26.8,30,16,2,14,4,29,12,0,1516,20,161,662,703,64,1516,41,19,46.3,22,53.7,829,4460,2016,56,51,13,49,41,1013,125,74,5,3,28,1,1.19,39,40,38.5,42.0,22,27,3,0,99,13,36,26.5
Andrew Omobamidele,Nott'ham Forest,ie IRL,DF,21,11,8,783,0,0,0,2,0,0.1,0.1,0.1,1,8,0,0.00,0.00,0.00,0.02,0.01,0.03,0.02,,,,,,,,,,,,,,,,0,1,0,0.0,0.11,0.00,0.00,N/a,5.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1,271,310,87.4,5197,1449,78,91,85.7,174,189,92.1,16,25,64.0,0,0.1,0.0,-0.1,2,9,0,0,8,304,6,5,0,0,0,1,0,0,0,0,0,1,6,0.69,5,0,0,1,0,0,1,0.11,0,0,0,1,0,0,10,3,9,1,0,5,8,62.5,3,12,8,4,13,23,42,1,399,76,222,164,14,5,399,0,0,N/a,0,N/a,217,1082,429,1,0,0,3,0,246,0,90,8,3,21,8,0.73,12,15,10.9,11.8,6,3,0,1,21,7,10,41.2
Andrew Robertson,Liverpool,sct SCO,DF,29,23,18,"1,693",2,3,0,2,0,1.9,1.9,5.4,63,140,130,0.11,0.16,0.27,0.10,0.29,0.39,0.10,,,,,,,,,,,,,,,,3,12,6,50.0,0.64,0.32,0.25,0.50,12.5,0,0,0,1.9,1.9,0.16,+1.1,+1.1,1248,1547,80.7,21306,7231,609,654,93.1,495,587,84.3,122,239,51.0,2,5.4,4.4,-3.4,62,118,26,12,140,1297,240,41,0,7,184,109,90,34,53,0,10,29,97,5.16,62,33,1,0,1,0,5,0.27,3,2,0,0,0,0,35,24,21,11,3,26,43,60.5,17,20,6,14,13,48,40,0,1713,67,387,789,548,55,1713,17,5,29.4,12,70.6,979,4623,2638,63,40,6,18,6,1160,130,86,14,5,28,0,2.04,43,22,45.4,23.0,9,5,3,0,104,14,12,53.8
Andros Townsend,Luton Town,eng ENG,"MF,FW",32,27,14,"1,210",3,1,0,1,0,1.2,1.2,1.3,47,35,71,0.22,0.07,0.30,0.09,0.10,0.19,0.09,,,,,,,,,,,,,,,,1,20,7,35.0,1.49,0.52,0.05,0.14,23.7,2,0,0,1.2,1.2,0.06,-0.2,-0.2,304,432,70.4,5162,1225,148,173,85.5,111,147,75.5,32,74,43.2,3,1.3,1.8,+1.7,18,23,16,12,35,402,28,4,1,10,74,7,8,7,0,0,2,22,36,2.68,24,5,3,3,1,0,6,0.45,4,0,1,1,0,0,21,13,11,2,8,13,27,48.1,14,12,0,12,5,26,10,0,582,21,89,223,280,21,582,34,16,47.1,14,41.2,347,2425,1099,47,31,7,35,26,366,71,67,1,13,21,3,0.78,16,27,11.0,25.4,13,12,2,0,68,0,10,0.0
André Gomes,Everton,pt POR,"MF,FW",30,12,3,508,0,1,0,4,0,0.3,0.3,0.4,8,36,29,0.00,0.18,0.18,0.05,0.07,0.13,0.05,,,,,,,,,,,,,,,,1,8,4,50.0,1.42,0.71,0.13,0.25,22.4,2,0,0,0.3,0.3,0.04,+0.7,+0.7,223,291,76.6,3909,971,112,132,84.8,80,95,84.2,27,51,52.9,0,0.4,0.5,-0.4,4,24,6,1,36,257,32,11,4,3,26,4,10,7,0,0,2,7,18,3.18,13,0,1,2,1,1,1,0.18,1,0,0,0,0,0,7,4,2,3,2,3,13,23.1,10,10,1,9,3,10,4,1,352,10,57,179,121,11,352,12,3,25.0,8,66.7,183,868,333,8,7,3,8,6,232,29,73,1,9,32,4,0.92,6,7,6.2,8.2,17,5,0,0,34,1,8,11.1
André Onana,Manchester Utd,cm CMR,GK,27,38,38,"3,420",0,0,0,5,0,0.0,0.0,0.1,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58,1.53,203,146,74.9,18,6,14,9,23.7,7,7,0,0,0.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,1105,1521,72.6,27115,18646,279,280,99.6,547,559,97.9,267,661,40.4,0,0.1,0.1,-0.1,3,35,3,0,5,1277,236,74,1,6,0,0,0,0,0,0,8,2,6,0.16,6,0,0,0,0,0,1,0.03,1,0,0,0,0,0,2,0,2,0,0,2,2,100.0,0,0,0,0,0,2,11,2,1629,1224,1592,37,0,0,1629,1,1,100.0,0,0.0,1127,5997,3825,1,0,0,1,0,955,0,90,38,0,N/a,0,1.58,57,58,56.5,68.9,1,4,0,0,44,14,2,87.5
Anel Ahmedhodžić,Sheffield Utd,ba BIH,DF,24,31,29,"2,649",0,2,0,11,1,3.1,3.1,0.8,15,43,21,0.00,0.07,0.07,0.11,0.03,0.14,0.11,,,,,,,,,,,,,,,,2,19,5,26.3,0.65,0.17,0.11,0.40,11.9,0,0,0,3.1,3.1,0.17,-1.1,-1.1,745,988,75.4,12681,5037,334,384,87.0,345,422,81.8,53,137,38.7,0,0.8,0.6,-0.8,7,41,3,1,43,950,36,11,1,2,6,25,0,0,0,0,2,20,26,0.88,23,0,0,3,0,0,1,0.03,0,0,0,1,0,0,64,36,48,14,2,30,49,61.2,19,43,26,17,35,99,137,2,1331,228,730,508,104,33,1331,21,11,52.4,9,42.9,603,3497,1946,15,15,3,14,11,693,21,89,27,2,34,0,0.35,28,89,31.9,61.5,34,13,2,0,107,51,37,58.0
Angelo Ogbonna,West Ham,it ITA,DF,35,11,7,635,0,0,0,1,0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.01,0.00,0.01,0.01,,,,,,,,,,,,,,,,0,1,0,0.0,0.14,0.00,0.00,N/a,12.5,0,0,0,0.0,0.0,0.04,0.0,0.0,171,214,79.9,3291,1109,60,67,89.6,94,104,90.4,14,38,36.8,0,0.0,0.1,0.0,0,6,0,0,4,194,20,12,0,2,0,0,0,0,0,0,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,11,5,9,2,0,6,7,85.7,1,13,10,3,3,14,29,0,272,61,184,82,6,4,272,1,1,100.0,0,0.0,137,728,263,2,0,1,0,0,152,0,83,5,4,13,27,1.82,12,14,12.3,15.7,1,3,0,0,10,12,7,63.2
Anis Ben Slimane,Sheffield Utd,tn TUN,MF,22,15,4,419,0,0,0,2,0,0.8,0.8,0.3,3,12,21,0.00,0.00,0.00,0.17,0.06,0.23,0.17,,,,,,,,,,,,,,,,0,8,3,37.5,1.72,0.64,0.00,0.00,18.2,0,0,0,0.8,0.8,0.10,-0.8,-0.8,92,139,66.2,1322,373,47,70,67.1,35,43,81.4,4,5,80.0,0,0.3,0.1,-0.3,3,6,2,0,12,129,7,1,1,0,0,0,0,0,0,0,3,7,12,2.58,8,1,1,1,0,1,0,0.00,0,0,0,0,0,0,11,6,5,2,4,4,10,40.0,6,7,1,6,5,16,7,0,216,15,46,108,65,12,216,17,2,11.8,13,76.5,109,452,168,3,8,3,8,12,120,21,61,0,11,16,13,0.33,2,14,2.4,9.8,7,6,2,1,35,7,18,28.0
Ansu Fati,Brighton,es ESP,"MF,FW",20,19,3,521,0,2,0,2,0,3.4,3.4,0.8,16,28,50,0.00,0.35,0.35,0.59,0.14,0.73,0.59,,,,,,,,,,,,,,,,2,26,11,42.3,4.49,1.90,0.08,0.18,14.6,0,0,0,3.4,3.4,0.13,-1.4,-1.4,178,210,84.8,2332,518,117,124,94.4,41,50,82.0,10,11,90.9,0,0.8,0.6,-0.8,6,14,7,0,28,203,4,2,1,1,3,0,0,0,0,0,3,10,23,3.96,16,0,1,5,0,1,3,0.52,2,0,0,1,0,0,5,3,1,2,2,1,11,9.1,10,8,0,8,3,8,3,0,300,4,27,141,135,43,300,18,5,27.8,9,50.0,212,1025,451,16,5,9,15,10,238,50,50,0,16,23,5,1.26,13,12,10.2,7.0,6,13,2,0,22,1,10,9.1
Anthony Elanga,Nott'ham Forest,se SWE,"FW,MF",21,36,25,"2,433",9,5,0,1,0,6.6,6.6,6.7,98,49,196,0.33,0.18,0.52,0.24,0.25,0.49,0.24,,,,,,,,,,,,,,,,5,54,22,40.7,2.00,0.81,0.09,0.23,16.2,0,0,0,6.6,6.6,0.12,-1.6,-1.6,498,712,69.9,6655,1569,313,391,80.1,143,211,67.8,15,28,53.6,9,6.7,4.0,+2.3,32,28,24,5,49,695,13,0,4,2,58,6,0,0,0,0,4,37,70,2.59,53,0,6,6,4,1,13,0.48,12,0,0,0,0,1,33,19,20,6,7,17,36,47.2,19,22,2,20,8,41,20,1,1022,25,181,348,507,122,1022,76,28,36.8,42,55.3,625,4704,2514,98,54,42,67,22,740,196,86,15,11,27,0,0.97,40,47,39.1,39.7,9,26,19,0,96,17,37,31.5
Anthony Gordon,Newcastle Utd,eng ENG,FW,22,35,34,"2,890",10,10,1,12,1,10.2,9.4,8.0,138,101,232,0.31,0.31,0.62,0.32,0.25,0.57,0.29,,,,,,,,,,,,,,,,11,80,29,36.3,2.49,0.90,0.13,0.34,17.3,1,1,1,10.2,9.4,0.12,+0.8,+0.6,803,1055,76.1,12020,3500,486,559,86.9,214,282,75.9,70,136,51.5,10,8.0,5.6,+2.0,57,54,39,12,101,963,90,14,8,11,111,20,50,18,16,0,2,33,143,4.45,86,18,13,11,13,2,29,0.90,13,2,5,4,5,0,55,34,16,28,11,22,64,34.4,42,27,0,27,7,62,7,0,1424,15,158,555,733,147,1423,133,54,40.6,56,42.1,955,7622,3668,138,73,59,70,40,1026,232,83,16,1,79,0,1.57,71,48,62.2,50.4,38,67,8,0,125,9,17,34.6
Anthony Martial,Manchester Utd,fr FRA,FW,27,13,5,448,0,1,0,0,0,1.2,1.2,0.2,6,12,36,0.00,0.20,0.20,0.25,0.05,0.29,0.25,,,,,,,,,,,,,,,,1,6,4,66.7,1.21,0.80,0.17,0.25,12.9,0,0,0,1.2,1.2,0.20,-0.2,-0.2,109,139,78.4,1267,263,70,80,87.5,25,33,75.8,1,2,50.0,0,0.2,0.2,-0.2,6,6,2,0,12,131,6,0,0,0,0,0,0,0,0,0,2,3,11,2.21,9,0,0,1,1,0,1,0.20,0,0,0,0,1,0,4,1,1,1,2,1,1,100.0,0,4,0,4,0,4,3,0,178,3,11,81,89,16,178,6,2,33.3,2,33.3,105,444,168,6,6,1,14,10,148,36,65,0,8,16,3,1.38,11,6,7.5,8.0,3,6,3,0,9,8,18,30.8
Antoine Semenyo,Bournemouth,gh GHA,FW,23,33,25,"2,105",2,8,0,6,0,4.6,4.6,3.2,89,64,188,0.09,0.34,0.43,0.20,0.14,0.34,0.20,,,,,,,,,,,,,,,,8,70,30,42.9,2.99,1.28,0.11,0.27,17.8,0,0,0,4.6,4.6,0.07,+3.4,+3.4,452,647,69.9,6944,1597,254,324,78.4,160,214,74.8,25,49,51.0,2,3.2,2.3,-1.2,29,28,28,7,64,632,11,0,5,3,45,11,0,0,0,0,4,26,72,3.08,50,0,11,9,1,1,7,0.30,4,0,0,1,1,1,24,17,7,9,8,9,27,33.3,18,39,2,37,6,30,21,0,1015,31,137,375,526,124,1015,116,50,43.1,55,47.4,611,5156,2477,89,51,42,58,53,691,188,76,10,8,25,3,1.39,41,33,38.4,33.0,43,24,3,0,111,52,81,39.1
Antonee Robinson,Fulham,us USA,DF,25,37,37,"3,265",6,0,0,6,0,0.7,0.7,4.2,99,129,194,0.17,0.00,0.17,0.02,0.11,0.13,0.02,,,,,,,,,,,,,,,,0,16,7,43.8,0.44,0.19,0.00,0.00,22.9,0,0,0,0.7,0.7,0.04,-0.7,-0.7,1514,2054,73.7,27304,9830,664,796,83.4,643,813,79.1,176,324,54.3,6,4.2,3.7,+1.8,33,113,46,26,129,1736,314,25,1,11,132,289,0,0,0,0,4,68,69,1.90,63,2,2,0,1,1,7,0.19,7,0,0,0,0,0,93,58,60,26,7,52,110,47.3,58,56,8,48,80,173,117,3,2536,165,930,977,660,63,2536,81,37,45.7,35,43.2,1267,7547,4004,99,70,9,47,16,1376,194,88,32,0,N/a,0,1.19,52,60,48.0,61.0,34,20,3,2,227,42,27,60.9
Antony,Manchester Utd,br BRA,FW,23,29,15,"1,324",1,1,0,5,0,3.4,3.4,2.8,53,64,149,0.07,0.07,0.14,0.23,0.19,0.42,0.23,,,,,,,,,,,,,,,,1,43,15,34.9,2.92,1.02,0.02,0.07,18.9,0,0,0,3.4,3.4,0.08,-2.4,-2.4,468,595,78.7,6175,1608,295,348,84.8,130,153,85.0,16,30,53.3,1,2.8,1.9,-1.8,22,26,29,3,64,570,22,7,3,1,16,15,0,0,0,0,3,23,55,3.74,45,1,2,0,4,3,3,0.20,1,0,0,0,0,2,40,21,15,19,6,20,40,50.0,20,29,1,28,12,52,9,0,815,17,106,304,428,58,815,71,26,36.6,33,46.5,549,3723,1953,53,37,23,26,19,571,149,73,3,14,16,4,1.41,20,26,25.5,25.4,19,32,2,0,96,2,21,8.7
Arijanet Muric,Burnley,xk KVX,GK,24,10,10,900,0,0,0,0,0,0.0,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.02,0.02,0.00,16,1.60,78,62,80.8,2,4,4,0,0.0,2,1,1,0,50.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,404,585,69.1,11273,8376,67,68,98.5,196,207,94.7,140,302,46.4,0,0.2,0.1,-0.2,4,16,1,0,1,495,85,52,0,4,0,0,0,0,0,0,5,0,6,0.60,5,1,0,0,0,0,1,0.10,1,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,10,4,635,361,573,62,0,0,635,0,0,N/a,0,N/a,418,2331,1453,0,0,0,0,0,392,0,90,10,0,N/a,25,1.00,14,16,15.0,21.0,0,3,0,1,21,3,0,100.0
Armando Broja,Chelsea,al ALB,FW,21,13,6,454,0,1,0,0,0,2.4,2.4,0.2,11,6,37,0.00,0.20,0.20,0.47,0.03,0.50,0.47,,,,,,,,,,,,,,,,1,13,2,15.4,2.58,0.40,0.08,0.50,11.1,0,0,0,2.4,2.4,0.18,-1.4,-1.4,83,94,88.3,932,91,60,64,93.8,15,18,83.3,1,2,50.0,0,0.2,0.3,-0.2,3,2,2,0,6,87,7,1,0,0,1,0,0,0,0,0,0,0,8,1.59,5,0,1,0,2,0,1,0.20,0,0,0,0,1,0,3,0,0,1,2,1,2,50.0,1,5,1,4,0,3,3,0,167,3,9,56,106,35,167,31,13,41.9,16,51.6,117,695,286,11,4,8,17,14,131,37,60,0,7,14,1,1.69,8,5,10.5,5.7,4,8,6,0,13,4,14,22.2
Arnaut Danjuma,Everton,nl NED,"MF,FW",26,14,5,595,0,1,0,0,0,2.6,2.6,1.1,24,9,44,0.00,0.15,0.15,0.40,0.17,0.57,0.40,,,,,,,,,,,,,,,,1,25,9,36.0,3.78,1.36,0.04,0.11,16.0,1,0,0,2.6,2.6,0.10,-1.6,-1.6,102,152,67.1,1420,357,57,69,82.6,37,54,68.5,2,7,28.6,0,1.1,0.4,-1.1,6,6,2,0,9,147,5,0,1,1,10,2,1,1,0,0,0,8,18,2.72,9,0,1,5,2,1,1,0.15,0,0,0,1,0,0,6,4,2,3,1,1,4,25.0,3,4,0,4,3,9,0,0,223,4,23,77,127,32,223,21,8,38.1,11,52.4,147,1182,599,24,15,11,10,7,147,44,84,2,9,19,14,0.43,3,10,8.6,9.8,7,5,3,0,25,3,5,37.5
Ashley Young,Everton,eng ENG,"DF,MF",38,31,27,"2,280",0,0,0,7,1,0.6,0.6,1.5,40,82,61,0.00,0.00,0.00,0.02,0.06,0.08,0.02,,,,,,,,,,,,,,,,0,13,2,15.4,0.51,0.08,0.00,0.00,21.9,3,0,0,0.6,0.6,0.05,-0.6,-0.6,723,1052,68.7,12752,5653,339,386,87.8,290,384,75.5,83,219,37.9,0,1.5,1.4,-1.5,21,62,22,11,82,831,212,25,2,1,100,168,19,10,7,1,9,29,58,2.29,38,10,1,4,3,2,1,0.04,0,0,0,0,1,0,53,38,28,19,6,30,54,55.6,24,24,6,18,22,75,50,3,1284,77,378,554,365,20,1284,27,12,44.4,12,44.4,609,2909,1490,40,24,5,16,13,653,61,81,14,4,21,1,1.32,28,32,36.5,33.1,33,24,1,1,120,19,32,37.3
Auston Trusty,Sheffield Utd,us USA,DF,24,32,28,"2,572",0,0,0,4,0,0.4,0.4,1.1,10,40,15,0.00,0.00,0.00,0.01,0.04,0.05,0.01,,,,,,,,,,,,,,,,0,8,2,25.0,0.28,0.07,0.00,0.00,13.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,701,920,76.2,12342,4628,281,330,85.2,355,443,80.1,50,106,47.2,0,1.1,0.8,-1.1,8,24,4,2,40,842,76,7,0,0,5,68,0,0,0,0,2,11,16,0.56,11,2,1,0,0,2,0,0.00,0,0,0,0,0,0,47,30,31,13,3,21,43,48.8,22,41,22,19,35,82,153,3,1264,231,712,452,105,27,1264,12,6,50.0,5,41.7,509,1993,797,10,7,2,17,4,583,15,89,24,4,21,6,0.38,22,81,27.3,53.9,23,13,3,0,89,61,49,55.5
Axel Disasi,Chelsea,fr FRA,DF,25,31,29,"2,579",0,2,0,6,0,2.4,2.4,0.3,30,112,21,0.00,0.07,0.07,0.08,0.01,0.09,0.08,,,,,,,,,,,,,,,,2,16,4,25.0,0.56,0.14,0.13,0.50,10.3,0,0,0,2.4,2.4,0.15,-0.4,-0.4,2031,2256,90.0,34081,11464,877,913,96.1,1050,1124,93.4,86,168,51.2,0,0.3,1.0,-0.3,3,115,8,1,112,2153,98,49,3,11,10,43,0,0,0,0,5,19,13,0.45,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0,33,19,20,10,3,23,30,76.7,7,26,19,7,18,51,102,2,2496,291,1193,1140,175,24,2496,22,12,54.5,5,22.7,1613,7182,4223,30,20,3,16,12,1892,21,89,27,2,5,4,1.52,50,50,56.1,43.1,17,17,4,1,150,72,31,69.9
Bart Verbruggen,Brighton,nl NED,GK,20,21,21,"1,890",0,0,0,3,0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28,1.33,91,63,72.5,7,8,6,4,19.0,3,3,0,0,0.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,753,862,87.4,14982,10381,304,307,99.0,309,315,98.1,129,226,57.1,0,0.0,0.0,0.0,0,3,0,0,3,771,90,17,0,0,0,1,0,0,0,0,1,1,3,0.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,11,3,906,779,897,9,0,0,906,1,1,100.0,0,0.0,672,2520,1279,0,0,0,0,0,580,0,90,21,0,N/a,17,1.38,31,28,28.4,30.5,1,2,0,0,33,5,0,100.0
Ben Brereton,Sheffield Utd,cl CHI,"FW,MF",24,14,14,"1,105",1,5,1,3,0,6.1,5.3,1.5,23,37,78,0.08,0.41,0.49,0.49,0.12,0.61,0.43,,,,,,,,,,,,,,,,6,34,16,47.1,2.77,1.30,0.15,0.31,14.5,0,1,1,6.1,5.3,0.16,-0.1,-0.3,200,265,75.5,2833,720,127,149,85.2,58,76,76.3,12,17,70.6,1,1.5,1.1,-0.5,8,22,12,2,37,246,19,0,0,0,9,4,1,0,0,0,0,8,31,2.52,21,0,4,2,3,1,4,0.33,2,0,1,0,1,0,9,4,4,4,1,4,10,40.0,6,9,3,6,3,12,12,0,387,14,44,167,185,51,386,28,10,35.7,17,60.7,232,1441,662,23,15,19,23,16,281,78,79,8,0,N/a,1,0.29,16,37,16.3,23.7,11,19,11,0,39,7,23,23.3
